Shift; Sign on; Sign off; Route; Direction; Variation; Trip; DestinationSign; Stop; RouteDescription; Departure Time; Arrival Time; Ends with runoff
W6152;1427;2343;0003;02;02;4577;064;;Kilbirnie Shops-Rongotai Rd  ;1831;1833;False;
W6152;1427;2343;0003;01;01;4580;067;;Lambton Quay - District Court ;1910;1925;False;
W6152;1427;2343;0003;02;02;4587;064;;Kilbirnie Shops-Rongotai Rd  ;2025;2033;False;
W6152;1427;2343;0003;01;01;4622;067;;Lambton Quay - District Court ;2110;2124;False;
W6152;1427;2343;0003;02;02;4619;064;;Kilbirnie Shops-Rongotai Rd  ;2155;2201;False;
W6152;1427;2343;0003;01;01;4624;067;;Lambton Quay - District Court ;2240;2254;False;
W6152;1427;2343;0003;02;02;4723;075;;Kilbirnie Shops-Rongotai Rd  ;2325;2331;True;
W6153;0827;1756;0023;01;09;4819;142;;Courtenay Place  ;0900;0920;False;
W6153;0827;1756;0023;02;10;4818;141;;Wellington Station ;1005;1020;False;
W6153;0827;1756;0023;01;09;4821;142;;Courtenay Place  ;1100;1120;False;
W6153;0827;1756;0023;02;10;4820;141;;Wellington Station ;1205;1220;False;
W6153;0827;1756;0002;02;02;4166;014;;Wellington Station ;1434;1500;False;
W6153;0827;1756;0011;01;01;4439;055;;Seatoun Park - Hector Street ;1515;1555;False;
W6153;0827;1756;0011;02;02;4474;053;;Wellington Station ;1600;1641;False;
W6153;0827;1756;0002;01;01;4189;016;;Miramar Terminus  ;1650;1731;True;
W6154;1430;2342;0003;02;02;4573;064;;Kilbirnie Shops - Rongotai Road  ;1446;1448;False;
W6154;1430;2342;0003;01;01;4576;067;;Lambton Quay - District Court ;1540;1558;False;
W6154;1430;2342;0003;02;02;4609;064;;Kilbirnie Shops - Rongotai Road  ;1640;1648;False;
W6154;1430;2342;0003;01;01;4540;067;;Lambton Quay - District Court ;1740;1755;False;
W6154;1430;2342;0014;01;01;4783;089;;Courtenay Place  ;2000;2015;False;
W6154;1430;2342;0014;02;02;4784;094;Wellington Station (Stop C) ;Wilton Terminus - Wilton Road ;2050;2105;False;
W6154;1430;2342;0014;01;01;4791;089;;Courtenay Place  ;2200;2215;False;
W6154;1430;2342;0014;02;02;4792;094;Wellington Station (Stop C) ;Wilton Terminus - Wilton Road ;2250;2305;False;
W6155;0847;1845;0007;01;01;4307;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0922;0943;False;
W6155;0847;1845;0007;02;02;4332;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0950;1015;False;
W6155;0847;1845;0007;01;01;4315;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1022;1045;False;
W6155;0847;1845;0007;02;02;4308;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1050;1115;False;
W6155;0847;1845;0007;01;01;4335;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1122;1145;False;
W6155;0847;1845;0007;02;02;4322;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1150;1215;False;
W6155;0847;1845;0007;01;01;4313;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1222;1245;False;
W6155;0847;1845;0007;02;02;4318;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1250;1315;True;
W6155;0847;1845;0002;02;02;4160;014;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1519;1545;False;
W6155;0847;1845;0011;01;01;4465;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1600;1640;False;
W6155;0847;1845;0011;02;02;4440;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1645;1726;False;
W6155;0847;1845;0011;01;01;4475;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1740;1820;True;
W6156;1445;0003;0001;01;01;4017;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1528;1605;False;
W6156;1445;0003;0001;02;02;4024;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1610;1647;False;
W6156;1445;0003;0001;01;01;4127;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1652;1729;True;
W6156;1445;0003;0001;02;02;4080;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1920;1952;False;
W6156;1445;0003;0001;01;01;4071;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2000;2032;False;
W6156;1445;0003;0001;02;02;4086;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2035;2107;False;
W6156;1445;0003;0001;01;01;4077;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2130;2202;False;
W6156;1445;0003;0001;02;02;4092;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2205;2237;False;
W6156;1445;0003;0001;01;01;4083;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2300;2332;False;
W6156;1445;0003;0001;02;04;4098;011;;via John St;2335;Kilbirnie Shops (D) ;False;
W6157;0843;1800;0003;02;02;4621;064;;Kilbirnie Shops - Rongotai Road  ;0910;0918;False;
W6157;0843;1800;0003;01;01;4626;067;;Lambton Quay - District Court ;1010;1028;False;
W6157;0843;1800;0003;02;02;4569;064;;Kilbirnie Depot  ;1110;1116;False;
W6157;0843;1800;0001;01;01;4015;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1313;1350;False;
W6157;0843;1800;0001;02;02;4022;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1358;1435;False;
W6157;0843;1800;0001;01;01;4011;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1440;1517;False;
W6157;0843;1800;0001;02;02;4018;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1522;1559;False;
W6157;0843;1800;0001;01;01;4047;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1604;1641;False;
W6157;0843;1800;0001;02;02;4042;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1648;1725;True;
W6158;1454;2344;0011;02;02;4422;053;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1512;1541;False;
W6158;1454;2344;0002;01;01;4239;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1550;1631;False;
W6158;1454;2344;0002;02;02;4176;014;;Kilbirnie Shops - Rongotai Road  ;1650;1704;False;
W6158;1454;2344;0002;01;01;4157;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1735;1816;True;
W6158;1454;2344;0043;01;01;4923;181;;Courtenay Place  ;1955;2016;False;
W6158;1454;2344;0043;01;01;4923;185;;Wellington Station ;2040;2055;False;
W6158;1454;2344;0043;01;01;4925;181;;Courtenay Place  ;2155;2216;False;
W6158;1454;2344;0043;01;01;4925;185;;Wellington Station ;2240;2255;False;
W6160;1450;2351;0002;02;04;4288;014;;Wellington Station ;1510;1535;False;
W6160;1450;2351;0001;01;01;4131;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1540;1617;False;
W6160;1450;2351;0001;02;02;4126;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1622;1659;False;
W6160;1450;2351;0001;01;01;4029;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1704;1741;False;
W6160;1450;2351;0001;02;02;4070;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1745;1817;False;
W6160;1450;2351;0001;01;01;4063;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1825;1857;False;
W6160;1450;2351;0001;02;02;4078;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1900;1932;True;
W6160;1450;2351;0002;02;02;4212;014;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;2108;2130;False;
W6160;1450;2351;0011;01;01;4493;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;2135;2209;False;
W6160;1450;2351;0011;02;02;4494;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;2212;2242;False;
W6160;1450;2351;0002;01;01;4223;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;2250;2325;False;
W6160;1450;2351;0002;02;06;4222;017;;Kilbirnie Shops - Rongotai Road  ;2330;2338;True;
W6162;1505;0001;0003;02;02;4675;064;;Kilbirnie Shops - Rongotai Road  ;1516;1518;False;
W6162;1505;0001;0003;01;01;4678;067;;Lambton Quay - District Court ;1610;1628;False;
W6162;1505;0001;0003;02;02;4563;064;;Kilbirnie Shops - Rongotai Road  ;1710;1718;False;
W6162;1505;0001;0003;01;01;4586;067;;Lambton Quay - District Court ;1810;1825;False;
W6162;1505;0001;0002;02;02;4208;014;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;2008;2030;False;
W6162;1505;0001;0011;01;01;4489;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;2035;2109;False;
W6162;1505;0001;0011;02;02;4490;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;2112;2142;False;
W6162;1505;0001;0002;01;01;4219;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;2150;2225;False;
W6162;1505;0001;0002;02;02;4218;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;2230;2300;False;
W6162;1505;0001;0011;01;01;4491;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;2305;2339;False;
W6162;1505;0001;0011;02;06;4520;057;;Kilbirnie Shops - Rongotai Road  ;2340;2348;True;
W6164;1457;0021;0007;01;01;4361;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1542;1605;False;
W6164;1457;0021;0007;02;02;4360;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1610;1635;False;
W6164;1457;0021;0007;01;01;4367;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1642;1705;False;
W6164;1457;0021;0007;02;02;4366;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1710;1735;False;
W6164;1457;0021;0007;01;01;4373;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1742;1805;False;
W6164;1457;0021;0007;02;02;4372;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1810;1835;True;
W6164;1457;0021;0011;02;02;4496;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;2010;2040;False;
W6164;1457;0021;0002;01;01;4215;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;2050;2125;False;
W6164;1457;0021;0002;02;02;4214;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;2130;2200;False;
W6164;1457;0021;0011;01;01;4487;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;2205;2239;False;
W6164;1457;0021;0011;02;02;4488;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;2242;2312;False;
W6164;1457;0021;0002;01;01;4225;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;2320;2355;False;
W6164;1457;0021;0002;02;06;4286;017;;Kilbirnie Shops - Rongotai Road  ;0000;0008;True;
W6166;1504;0012;0023;01;01;4865;142;;Courtenay Place  ;1530;1549;False;
W6166;1504;0012;0023;02;08;4866;138;Wellington Station (Stop A) ;Mairangi Terminus - Norwich Street ;1635;1650;False;
W6166;1504;0012;0002;02;02;4202;014;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1903;1925;False;
W6166;1504;0012;0001;01;01;4069;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1930;2002;False;
W6166;1504;0012;0001;02;02;4084;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2005;2037;False;
W6166;1504;0012;0001;01;01;4075;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2100;2132;False;
W6166;1504;0012;0001;02;02;4090;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2135;2207;False;
W6166;1504;0012;0001;01;01;4081;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2230;2302;False;
W6166;1504;0012;0001;02;02;4096;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2305;2337;True;
W6168;1507;0012;0011;01;01;4473;055;;Seatoun Park - Hector Street ;1525;1540;False;
W6168;1507;0012;0011;02;02;4480;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1545;1626;False;
W6168;1507;0012;0002;01;01;4197;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1635;1713;False;
W6168;1507;0012;0002;02;02;4180;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;1735;1811;False;
W6168;1507;0012;0002;01;01;4167;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1820;1855;True;
W6168;1507;0012;0014;01;01;4785;089;;Courtenay Place  ;2030;2045;False;
W6168;1507;0012;0014;02;02;4786;094;Wellington Station (Stop C) ;Wilton Terminus - Wilton Road ;2120;2135;False;
W6168;1507;0012;0014;01;01;4793;089;;Courtenay Place  ;2230;2245;False;
W6168;1507;0012;0014;02;02;4794;094;Wellington Station (Stop C) ;Wilton Terminus - Wilton Road ;2320;2335;False;
W6170;1526;0012;0023;01;09;4831;142;;Courtenay Place  ;1600;1620;False;
W6170;1526;0012;0023;02;10;4830;141;Wellington Station (Stop A) ;Mairangi Terminus - Norwich Street ;1705;1720;False;
W6170;1526;0012;0043;01;01;4939;181;;Courtenay Place  ;1855;1916;False;
W6170;1526;0012;0043;01;01;4939;185;;Homebush Road ;1940;1950;False;
W6170;1526;0012;0023;01;09;4857;142;;Courtenay Place  ;2200;2220;False;
W6170;1526;0012;0023;02;14;4858;141;;Via Houghton Bay On Request.;2305;Wellington Station (Stop A) ;False;
W6172;1535;0044;0003;02;02;4631;064;;Kilbirnie Shops - Rongotai Road  ;1546;1548;False;
W6172;1535;0044;0003;01;01;4636;067;;Lambton Quay - District Court ;1640;1658;False;
W6172;1535;0044;0003;02;02;4551;064;;Kilbirnie Shops - Rongotai Road  ;1740;1748;False;
W6172;1535;0044;0003;01;01;4554;067;;Lambton Quay - District Court ;1840;1855;False;
W6172;1535;0044;0043;01;01;4941;181;;Courtenay Place  ;2055;2116;False;
W6172;1535;0044;0043;01;01;4941;185;;Homebush Road ;2140;2150;False;
W6172;1535;0044;0043;01;01;4943;181;;Courtenay Place  ;2255;2316;False;
W6172;1535;0044;0043;01;01;4943;185;;Homebush Road ;2340;2350;False;
W6174;1535;0027;0001;01;01;4113;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1628;1705;False;
W6174;1535;0027;0001;02;02;4066;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1708;1745;False;
W6174;1535;0027;0001;01;01;4061;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1805;1837;False;
W6174;1535;0027;0001;02;02;4076;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1840;1912;True;
W6174;1535;0027;0023;01;09;4847;142;;Courtenay Place  ;2100;2120;False;
W6174;1535;0027;0023;02;14;4850;141;;Via Houghton Bay On Request.;2205;Wellington Station (Stop A) ;False;
W6174;1535;0027;0023;01;09;4849;142;;Courtenay Place  ;2300;2320;False;
W6176;1539;0028;0023;01;01;4841;142;;Courtenay Place  ;1630;1649;False;
W6176;1539;0028;0023;02;08;4840;138;Wellington Station (Stop A) ;Mairangi Terminus - Norwich Street ;1735;1750;False;
W6176;1539;0028;0002;02;04;4290;014;;Wellington Station ;1933;1957;False;
W6176;1539;0028;0007;01;01;4337;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;2002;2021;False;
W6176;1539;0028;0007;02;02;4320;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;2030;2055;False;
W6176;1539;0028;0007;01;01;4345;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;2102;2121;False;
W6176;1539;0028;0007;02;02;4346;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;2130;2153;False;
W6176;1539;0028;0007;01;01;4351;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;2202;2221;False;
W6176;1539;0028;0007;02;02;4348;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;2230;2253;False;
W6176;1539;0028;0007;01;01;4349;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;2302;2321;False;
W6176;1539;0028;0007;02;02;4344;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;2330;2353;True;
W6178;1543;0029;0003;01;01;4594;067;;Lyall Bay - Hungerford Road ;1610;1616;False;
W6178;1543;0029;0003;02;02;4575;064;;Kilbirnie Shops - Rongotai Road  ;1625;1633;False;
W6178;1543;0029;0003;01;01;4578;067;;Lambton Quay - District Court ;1725;1740;False;
W6178;1543;0029;0003;02;02;4577;064;;Kilbirnie Depot  ;1825;1831;False;
W6178;1543;0029;0003;02;02;4579;064;;Kilbirnie Shops - Rongotai Road  ;1955;2003;False;
W6178;1543;0029;0003;01;01;4582;067;;Lambton Quay - District Court ;2040;2054;False;
W6178;1543;0029;0003;02;02;4611;064;;Kilbirnie Shops - Rongotai Road  ;2125;2133;False;
W6178;1543;0029;0003;01;01;4610;067;;Lambton Quay - District Court ;2210;2224;False;
W6178;1543;0029;0003;02;02;4613;064;;Kilbirnie Shops - Rongotai Road  ;2255;2301;False;
W6178;1543;0029;0003;02;10;4612;074;;Lambton Quay - District Court ;2340;2354;False;
W6180;1550;0052;0003;02;02;4549;064;;Kilbirnie Shops - Rongotai Road  ;1601;1603;False;
W6180;1550;0052;0003;01;01;4552;067;;Lambton Quay - District Court ;1655;1713;False;
W6180;1550;0052;0003;02;02;4597;064;;Kilbirnie Shops - Rongotai Road  ;1755;1803;False;
W6180;1550;0052;0003;01;01;4598;067;;Lambton Quay - District Court ;1855;1910;False;
W6180;1550;0052;0014;01;01;4787;089;;Courtenay Place  ;2100;2115;False;
W6180;1550;0052;0014;02;02;4788;094;Wellington Station (Stop C) ;Wilton Terminus - Wilton Road ;2150;2205;False;
W6180;1550;0052;0014;01;01;4795;089;;Courtenay Place  ;2300;2315;False;
W6180;1550;0052;0002;01;01;4133;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;2355;0030;True;
W6301;0550;1353;0011;02;02;4426;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0620;0650;False;
W6301;0550;1353;0007;01;01;4339;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0702;0721;False;
W6301;0550;1353;0007;02;02;4338;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0730;0758;False;
W6301;0550;1353;0007;01;01;4301;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0802;0821;False;
W6301;0550;1353;0007;02;02;4302;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0830;0858;False;
W6301;0550;1353;0001;01;01;4105;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0904;0941;False;
W6301;0550;1353;0001;02;02;4106;002;Wellington Station (Stop D) ;Island Bay - Terminus ;0946;1023;True;
W6301;0550;1353;0003;02;02;4557;064;;Kilbirnie Shops - Rongotai Road  ;1201;1203;False;
W6301;0550;1353;0003;01;01;4560;067;;Lambton Quay - District Court ;1255;1314;False;
W6302;1514;2357;0043;01;01;4917;185;;Strathmore Park Terminus ;1532;1549;False;
W6302;1514;2357;0043;01;01;4919;181;;Courtenay Place  ;1555;1616;False;
W6302;1514;2357;0043;01;01;4919;185;;Homebush Road ;1645;1655;False;
W6302;1514;2357;0043;01;01;4921;181;;Courtenay Place  ;1755;1816;False;
W6302;1514;2357;0043;01;01;4921;185;;Homebush Road ;1840;1850;False;
W6302;1514;2357;0003;02;02;4583;064;;Kilbirnie Shops - Rongotai Road  ;2101;2103;False;
W6302;1514;2357;0003;01;01;4616;067;;Lambton Quay - District Court ;2140;2154;False;
W6302;1514;2357;0003;02;02;4617;064;;Kilbirnie Shops - Rongotai Road  ;2225;2231;False;
W6302;1514;2357;0003;02;10;4618;074;;Lambton Quay - District Court ;2310;2324;False;
W6303;0600;1342;0002;01;01;4249;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;0640;0715;False;
W6303;0600;1342;0002;02;02;4230;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;0735;0809;False;
W6303;0600;1342;0011;01;01;4445;055;Wellington Station (Stop B} ;Kilbirnie Shops - Rongotai Road  ;0815;0835;False;
W6303;0600;1342;0023;02;08;4834;138;Wellington Station (Stop A) ;Mairangi Terminus - Norwich Street ;0935;0950;False;
W6303;0600;1342;0003;02;02;4603;064;;Kilbirnie Shops - Rongotai Road  ;1131;1133;False;
W6303;0600;1342;0003;01;01;4604;067;;Lambton Quay - District Court ;1225;1244;False;
W6303;0600;1342;0003;02;02;4673;064;;Kilbirnie Depot  ;1325;1331;False;
W6304;1609;0033;0007;01;01;4369;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1702;1725;False;
W6304;1609;0033;0007;02;02;4368;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1730;1755;False;
W6304;1609;0033;0007;01;01;4355;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1802;1821;False;
W6304;1609;0033;0007;02;02;4330;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1830;1853;False;
W6304;1609;0033;0007;01;01;4331;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1902;1921;False;
W6304;1609;0033;0007;02;02;4350;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1930;1955;True;
W6304;1609;0033;0001;01;01;4079;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2200;2232;False;
W6304;1609;0033;0001;02;02;4094;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2235;2307;False;
W6304;1609;0033;0001;01;01;4085;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2330;0002;False;
W6304;1609;0033;0001;02;04;4140;011;;via John St;0005;Kilbirnie Shops (D) ;False;
W6305;0605;1427;0014;02;22;4731;095;;Kilbirnie Shops-Rongotai Rd  ;0658;0700;False;
W6305;0605;1427;0014;02;22;4732;095;;Wadestown Shops  ;0800;0808;False;
W6305;0605;1427;0001;01;01;4013;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1028;1105;False;
W6305;0605;1427;0001;02;02;4020;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1110;1147;False;
W6305;0605;1427;0001;01;01;4095;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1152;1229;False;
W6305;0605;1427;0001;02;02;4028;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1234;1311;False;
W6305;0605;1427;0001;01;01;4009;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1325;1402;False;
W6307;0630;1430;0011;01;01;4425;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;0705;0740;False;
W6307;0630;1430;0011;02;02;4428;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0750;0820;False;
W6307;0630;1430;0011;01;01;4497;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;0830;0905;False;
W6307;0630;1430;0011;02;02;4432;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0912;0952;False;
W6307;0630;1430;0002;01;01;4163;016;Wellington Station (Stop A) ;Miramar Terminus  ;1005;1046;False;
W6307;0630;1430;0002;02;02;4182;014;;Kilbirnie Shops-Rongotai Rd  ;1100;1114;False;
W6307;0630;1430;0014;02;22;4753;095;;Kilbirnie Shops-Rongotai Rd  ;1228;1230;False;
W6307;0630;1430;0014;02;22;4754;095;;Wadestown Shops  ;1330;1339;False;
W6309;0625;1457;0001;01;01;4001;004;Wellington Station (Stop A) ;Wellington Hospital ;0705;0716;False;
W6309;0625;1457;0001;02;02;4010;002;Wellington Station (Stop D) ;Island Bay - Terminus ;0750;0822;False;
W6309;0625;1457;0001;01;01;4053;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0828;0902;False;
W6309;0625;1457;0001;02;02;4100;002;Wellington Station (Stop D) ;Island Bay - Terminus ;0910;0947;False;
W6309;0625;1457;0001;01;01;4007;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0952;1029;False;
W6309;0625;1457;0001;02;02;4114;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1034;1111;True;
W6309;0625;1457;0003;02;02;4591;064;;Kilbirnie Shops - Rongotai Road  ;1246;1248;False;
W6309;0625;1457;0003;01;01;4592;067;;Lambton Quay - District Court ;1340;1359;False;
W6309;0625;1457;0003;02;02;4573;064;;Kilbirnie Depot  ;1440;1446;False;
W6311;0727;1558;0001;01;01;4003;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0802;0830;False;
W6311;0727;1558;0001;02;02;4012;002;Wellington Station (Stop D) ;Island Bay - Terminus ;0846;0918;False;
W6311;0727;1558;0001;01;01;4055;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0928;1005;False;
W6311;0727;1558;0001;02;02;4110;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1010;1047;False;
W6311;0727;1558;0001;01;01;4129;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1052;1129;False;
W6311;0727;1558;0001;02;02;4124;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1134;1211;True;
W6311;0727;1558;0014;02;22;4759;095;;Kilbirnie Shops-Rongotai Rd  ;1358;1400;False;
W6311;0727;1558;0014;02;22;4760;095;;Wadestown Shops  ;1500;1509;False;
W6313;0800;1612;0003;01;11;4643;064;;Courtenay Place  ;0826;0840;False;
W6313;0800;1612;0003;01;01;4566;067;;Lambton Quay - District Court ;0910;0927;False;
W6313;0800;1612;0003;02;02;4555;064;;Kilbirnie Shops - Rongotai Road  ;1010;1018;False;
W6313;0800;1612;0003;01;01;4558;067;;Lambton Quay - District Court ;1110;1129;False;
W6313;0800;1612;0003;02;02;4627;064;;Kilbirnie Depot  ;1210;1216;False;
W6313;0800;1612;0003;01;01;4560;067;;Lyall Bay - Hungerford Road ;1342;1348;False;
W6313;0800;1612;0003;02;02;4629;064;;Kilbirnie Shops - Rongotai Road  ;1355;1403;False;
W6313;0800;1612;0003;01;01;4634;067;;Lambton Quay - District Court ;1455;1513;False;
W6313;0800;1612;0003;02;02;4549;064;;Kilbirnie Depot  ;1555;1601;False;
W6315;0750;1628;0011;02;02;4444;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0820;0850;False;
W6315;0750;1628;0011;01;01;4401;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;0900;0940;False;
W6315;0750;1628;0011;02;02;4402;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0942;1022;False;
W6315;0750;1628;0002;01;01;4181;016;Wellington Station (Stop A) ;Miramar Terminus  ;1035;1116;False;
W6315;0750;1628;0002;02;02;4150;014;Wellington Station (Stop D) ;Miramar Terminus  ;1130;1210;False;
W6315;0750;1628;0011;01;01;4479;055;Wellington Station (Stop B} ;Kilbirnie Shops-Rongotai Rd  ;1215;1240;False;
W6315;0750;1628;0014;02;22;4761;095;;Kilbirnie Shops-Rongotai Rd  ;1428;1430;False;
W6315;0750;1628;0014;02;22;4762;095;;Wadestown Shops  ;1530;1539;False;
W6317;0755;1635;0002;01;01;4233;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;0835;0910;False;
W6317;0755;1635;0002;02;02;4226;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;0915;0953;False;
W6317;0755;1635;0011;01;01;4411;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1000;1040;False;
W6317;0755;1635;0011;02;02;4410;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1042;1122;False;
W6317;0755;1635;0002;01;01;4175;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1135;1216;False;
W6317;0755;1635;0002;02;02;4246;014;;Kilbirnie Shops - Rongotai Road  ;1230;1244;False;
W6317;0755;1635;0023;01;01;4839;142;;Courtenay Place  ;1430;1450;False;
