Shift; Sign on; Sign off; Route; Direction; Variation; Trip; DestinationSign; Stop; RouteDescription; Departure Time; Arrival Time; Ends with runoff
W1516;0625;1155;0011;02;02;0848;053;;Kilbirnie Shops-Rongotai Rd  ;1128;1140;False;
W1516;0625;1155;0650;01;01;9151;650;;-Display School Signs- ;1505;-Roll Destination Signs Show 50 Strathmore- ;False;
W1516;0625;1155;0786;01;01;9155;786;;-Display School Signs-(Show Railway Stn) ;1540;Express Service to Railway Via Monorgan Rd,;False;
W1516;0625;1155;0011;01;03;0897;056;Wellington Station (Stop B} ;Kilbirnie Shops-Rongotai Rd  ;1720;1748;True;
W1517;0629;1150;0020;01;03;2461;113;Wellington Station (Stop V) ;Courtenay Place  ;0700;0708;False;
W1517;0629;1150;0020;02;04;2462;112;;Do not go via Railway Station;0735;Lambton Quay - District Court ;False;
W1517;0629;1150;0020;01;01;2467;113;;Courtenay Place  ;0820;0830;False;
W1517;0629;1150;0020;02;04;2468;112;;Do not go via Railway Station;0905;Lambton Quay - District Court ;False;
W1517;0629;1150;0020;01;01;2471;113;;Courtenay Place  ;0950;1000;False;
W1517;0629;1150;0020;02;02;2472;112;Wellington Station (Stop C) ;Highbury Terminus ;1045;1101;False;
W1517;0629;1150;0619;01;01;9120;619;;-Display School Signs- ;1530;-Roll Destination Signs Show-19 MAIRANGI- ;False;
W1517;0629;1150;0007;01;03;0505;037;;Brooklyn Library ;1628;1649;False;
W1517;0629;1150;0004;01;01;2933;392;Wellington Station (Stop A) ;Island Bay - Terminus ;1720;1747;False;
W1518;0630;0945;0003;02;06;2232;060;;Courtenay Place  ;0720;0755;False;
W1518;0630;0945;0024;02;06;2612;244;;Kilbirnie Shops-Rongotai Rd  ;0810;0830;False;
W1518;0630;0945;0011;01;01;0861;055;;Seatoun Park - Hector Street ;1341;1355;False;
W1518;0630;0945;0011;02;02;0870;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1358;1443;False;
W1518;0630;0945;0002;01;01;0273;016;Wellington Station (Stop A) ;Miramar Terminus  ;1453;1537;False;
W1518;0630;0945;0002;02;02;0288;014;Wellington Station (Stop D) ;Miramar Terminus  ;1555;1644;False;
W1518;0630;0945;0002;01;01;0289;016;Wellington Station (Stop A) ;Miramar Terminus  ;1650;1734;True;
W1519;0631;0937;0031;02;02;3042;176;;Miramar Terminus ;0655;0700;False;
W1519;0631;0937;0021;02;06;3104;121;;Lambton Quay - District Court ;0745;0805;False;
W1519;0631;0937;0001;02;06;0177;002;;via Farnham St, Priscilla Cres, Halifax St,;0829;Quebec St, The Ridgeway, Farnham St, right into;False;
W1519;0631;0937;0011;02;02;0860;053;Wellington Station (Stop D) ;Kilbirnie Shops-Rongotai Rd  ;1255;1328;False;
W1519;0631;0937;0011;01;01;0865;055;Wellington Station (Stop B} ;Kilbirnie Shops-Rongotai Rd  ;1345;1411;False;
W1519;0631;0937;0617;01;01;9181;617;;-Display School Signs- ;1540;-Roll Destination Signs Show 17 Karori Park- ;False;
W1519;0631;0937;0024;1;1;2627;157;;Kilbirnie Shops - Bay Road ;1657;1720;False;
W1520;0632;0923;0044;01;02;2751;194;;Khandallah Village  ;0705;0720;False;
W1520;0632;0923;0044;01;02;2751;196;;Brandon Street ;0725;0747;False;
W1520;0632;0923;0043;01;03;2761;182;;Khandallah Village  ;0750;0810;False;
W1520;0632;0923;0043;01;03;2761;187;;Wellington Station ;0810;0832;False;
W1520;0632;0923;0044;01;01;1770;201;;Strathmore Park Terminus ;1238;1257;False;
W1520;0632;0923;0043;01;01;1775;181;;Courtenay Place  ;1325;1351;False;
W1520;0632;0923;0043;01;01;1775;185;;Wellington Station ;1430;1445;False;
W1520;0632;0923;0792;01;01;9156;792;;-Display School Signs- ;1540;-Roll Destination Signs Show 92 Karori Park- ;False;
W1520;0632;0923;0004;01;01;2929;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1650;1712;False;
W1521;0657;1153;0007;02;02;0456;034;;Brooklyn Shops - Cleveland Street ;0807;0815;False;
W1521;0657;1153;0007;01;01;0457;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0842;0908;False;
W1521;0657;1153;0007;02;02;0468;034;;Brooklyn Shops - Cleveland Street ;0911;0919;False;
W1521;0657;1153;0007;01;01;0463;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0942;1008;False;
W1521;0657;1153;0007;02;02;0474;034;;Brooklyn Shops - Cleveland Street ;1011;1019;False;
W1521;0657;1153;0622;01;01;9123;622;;-Display School Signs- ;1530;-Show Miramar- ;False;
W1521;0657;1153;0014;01;21;1635;089;;Kilbirnie Shops-Rongotai Rd  ;1618;1620;False;
W1521;0657;1153;0014;02;22;1626;095;;Wadestown Shops  ;1720;1728;False;
W1522;0634;1201;0011;01;05;0807;055;;Seatoun Park - Hector Street ;0654;0708;False;
W1522;0634;1201;0011;02;02;0808;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0710;0749;False;
W1522;0634;1201;0011;01;01;0815;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;0810;0852;False;
W1522;0634;1201;0011;02;02;0828;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0854;0942;False;
W1522;0634;1201;0001;01;01;0041;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0952;1031;False;
W1522;0634;1201;0001;02;02;0048;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1041;1120;True;
W1522;0634;1201;0017;01;05;1327;096;;Victoria University - Kelburn Parade  ;1545;1555;False;
W1522;0634;1201;0017;02;06;1328;099;Wellington Station (Stop D) ;Victoria University - Kelburn Parade  ;1615;1627;False;
W1522;0634;1201;0017;01;05;2381;096;;University Term Only;1633;University Term Only;False;
W1522;0634;1201;0017;02;06;2374;099;;University Term Only;1645;Wellington Station (Stop D) ;False;
W1522;0634;1201;0001;01;01;0121;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1715;1755;True;
W1523;0713;1033;0734;02;02;9001;734;;-Display School Signs- ;0750;-Roll Destination Sign Show 34 Basin Reserve- ;False;
W1523;0713;1033;0030;02;02;1510;172;;Allow Super Gold passes from start of trip;0856;If traffic in Cobham Dr is congested, travel via;False;
W1523;0713;1033;0011;01;03;0833;056;Wellington Station (Stop B} ;School Days Only;0940;Kilbirnie Shops-Rongotai Rd  ;False;
W1523;0713;1033;0001;01;01;0087;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1416;1455;False;
W1523;0713;1033;0001;02;02;0092;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1507;1547;False;
W1523;0713;1033;0001;01;01;0105;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1552;1632;False;
W1523;0713;1033;0001;02;02;0108;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1646;1726;False;
W1523;0713;1033;0010;01;01;0785;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1732;1804;True;
W1524;0642;1115;0030;02;02;3004;172;;Seatoun Park - Hector Street ;0711;0720;False;
W1524;0642;1115;0794;02;04;9048;794;;-Display School Signs- ;0800;-Roll Destination Sign Show 94 Scots College or;False;
W1524;0642;1115;0043;01;13;1763;191;Wellington Station (Stop V) ;Strathmore Park Terminus ;0825;0910;False;
W1524;0642;1115;0690;01;01;9104;690;;-Display School Signs- ;1515;-Roll Destination Signs Show 90 Karori Park- ;False;
W1524;0642;1115;0005;01;01;0369;028;Wellington Station (Stop A) ;Hataitai Terminal ;1620;1648;False;
W1524;0642;1115;0005;01;01;0369;027;;Wellington Station ;1648;1719;False;
W1524;0642;1115;0044;01;13;2766;199;;Strathmore Park Terminus ;1725;1808;True;
W1525;0646;1145;0018;01;01;1351;388;;Massey University - Wallace Street  ;0712;0735;False;
W1525;0646;1145;0018;02;02;2404;389;;Victoria University - Kelburn Parade  ;0807;0825;False;
W1525;0646;1145;0018;01;01;1365;388;;Massey University - Wallace Street  ;0912;0935;False;
W1525;0646;1145;0018;02;02;1362;389;;Victoria University - Kelburn Parade  ;1007;1024;False;
W1525;0646;1145;0018;01;01;1373;388;;Kilbirnie Shops - Rongotai Road  ;1112;1124;False;
W1525;0646;1145;0661;01;01;9105;661;;-Display School Signs- ;1505;-Show Miramar Heights- (Fare 1 Zone) ;False;
W1525;0646;1145;0755;01;01;9281;755;;-Display School Signs- ;1530;-Roll Destination Signs Show 55 Railway Station- ;False;
W1525;0646;1145;0003;01;05;2235;073;;Karori West Terminus ;1623;1654;False;
W1525;0646;1145;0003;02;14;2244;076;;Karori Mall - Karori Road  ;1709;1719;False;
W1525;0646;1145;0032;01;01;1539;179;;Houghton Bay - The Esplanade ;1730;1802;True;
W1526;0648;1153;0044;01;01;1762;193;;Courtenay Place  ;0715;0743;False;
W1526;0648;1153;0044;01;01;1762;201;;Wellington Station ;0820;0844;False;
W1526;0648;1153;0044;01;01;1768;193;;Courtenay Place  ;0955;1021;False;
W1526;0648;1153;0044;01;01;1768;201;;Wellington Station ;1100;1114;False;
W1526;0648;1153;0624;01;01;9125;624;;-Display School Signs- ;1530;-Roll Destination Signs Show 24 Kingston- ;False;
W1526;0648;1153;0022;01;05;1475;128;;Victoria University - Kelburn Parade  ;1630;1645;False;
W1526;0648;1153;0023;02;02;1472;137;;Victoria University - Kelburn Parade  ;1725;1740;False;
W1527;0651;0925;0014;02;12;2287;88;;Courtenay Place  ;0715;0730;False;
W1527;0651;0925;0743;02;02;9233;743;;-Display School Signs- ;0800;-Roll Destination Sign Show 43 Basin Reserve- ;False;
W1527;0651;0925;0044;01;01;1774;193;;Courtenay Place  ;1255;1321;False;
W1527;0651;0925;0044;01;01;1774;201;;Wellington Station ;1400;1414;False;
W1527;0651;0925;0043;01;01;1779;182;;Kilbirnie Shops - Rongotai Road  ;1525;1540;False;
W1527;0651;0925;0030;01;03;3007;174;;After Hataitai advise Shift W1565 (Beacon Hill;1655;shuttle) of arrival time at Ira St;False;
W1528;0652;1111;0020;01;01;2463;113;;Courtenay Place  ;0720;0730;False;
W1528;0652;1111;0020;02;04;2464;112;;Do not go via Railway Station;0805;Lambton Quay - District Court ;False;
W1528;0652;1111;0020;01;01;2469;113;;Courtenay Place  ;0850;0900;False;
W1528;0652;1111;0020;02;02;2470;112;Wellington Station (Stop C) ;Highbury Terminus ;0945;1001;False;
W1528;0652;1111;0642;02;02;9114;642;;-Display School Signs- ;1500;-Roll Destination Signs Show 42 Karori Park- ;False;
W1528;0652;1111;0021;02;08;3124;117;;Lambton Quay - District Court ;1525;1540;False;
W1528;0652;1111;0021;02;08;3124;118;;Farnham Street - Vogeltown Terminus ;1605;1610;False;
W1528;0652;1111;0030;01;01;3009;175;;Seatoun Park - Hector Street ;1705;1737;False;
W1528;0652;1111;0030;02;10;1514;156;;via Ferry St, Seatoun tunnel, Broadway, Ira St,;1745;Miramar Cutting;False;
W1529;0653;1201;0005;02;02;0356;027;;Wellington Station ;0723;0749;False;
W1529;0653;1201;0005;01;03;0351;028;Wellington Station (Stop A) ;Hataitai Terminal ;0803;0830;False;
W1529;0653;1201;0005;02;02;0374;027;;Wellington Station ;0835;0909;False;
W1529;0653;1201;0001;01;01;0035;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0916;0955;False;
W1529;0653;1201;0001;02;02;0042;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1005;1044;False;
W1529;0653;1201;0001;01;01;0051;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1052;1131;False;
W1529;0653;1201;0718;01;01;9195;718;;turn right and then left into Buckle St;Reserve, straight ahead on Rugby St to Tasman St,;WGTN High School - Wallace St ;False;
W1529;0653;1201;0013;01;01;2513;083;;Mairangi Terminus - Norwich Street ;1655;1730;False;
W1529;0653;1201;0002;01;01;0301;016;Wellington Station (Stop A) ;Miramar Terminus  ;1745;1829;True;
W1530;0658;1125;0025;02;02;2644;152;Wellington Station (Stop D) ;Strathmore Park Terminus ;0725;0802;False;
W1530;0658;1125;0784;02;02;9069;784;;-Display School Signs- ;0810;-Roll Destination Show 84 Scots College or 84;False;
W1530;0658;1125;0031;02;02;3058;176;;Miramar Terminus ;0845;0850;False;
W1530;0658;1125;0017;01;05;1313;096;;Victoria University - Kelburn Parade  ;0940;0950;False;
W1530;0658;1125;0017;02;06;1314;099;Wellington Station (Stop D) ;Victoria University - Kelburn Parade  ;1005;1015;False;
W1530;0658;1125;0017;01;05;2355;096;;University Term Only;1030;Victoria University - Kelburn Parade  ;False;
W1530;0658;1125;0017;02;06;2352;099;;University Term Only;1045;Wellington Station (Stop D) ;False;
W1530;0658;1125;0018;02;02;2420;389;;Miramar Terminus - Darlington Road ;1443;1502;False;
W1530;0658;1125;0018;01;01;1389;388;;Massey University - Wallace Street  ;1505;1528;False;
W1530;0658;1125;0021;02;08;3128;117;;Lambton Quay - District Court ;1625;1640;False;
W1530;0658;1125;0021;02;08;3128;118;;Farnham Street - Vogeltown Terminus ;1710;1715;False;
W1531;0659;1210;0002;02;02;0216;014;Wellington Station (Stop D) ;Miramar Terminus  ;0730;0820;False;
W1531;0659;1210;0010;01;01;0759;050;Wellington Station (Stop B} ;Newtown Park Zoo ;0825;0853;False;
W1531;0659;1210;0010;02;02;0712;048;Wellington Station (Stop D) ;Newtown Park Zoo ;0855;0922;False;
W1531;0659;1210;0011;01;01;0837;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1000;1040;False;
W1531;0659;1210;0011;02;02;0842;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1043;1128;True;
W1531;0659;1210;0771;01;01;9131;771;;-Display School Signs- ;1530;-Roll Destination Signs Show 71 Kowhai Park- ;False;
W1531;0659;1210;0017;01;05;1335;096;Wellington Station (Stop V) ;Victoria University - Kelburn Parade  ;1645;1655;False;
W1531;0659;1210;0024;1;1;2629;157;;Kilbirnie Shops - Bay Road ;1712;1735;False;
W1532;0700;1115;0022;02;02;1422;130;;Victoria University - Kelburn Parade  ;0745;0800;False;
W1532;0700;1115;0022;01;01;1439;128;;Courtenay Place  ;0845;0905;False;
W1532;0700;1115;0022;02;02;1434;130;;Victoria University - Kelburn Parade  ;0945;1000;False;
W1532;0700;1115;0638;01;01;9196;638;;-Display School Signs- ;1500;-Roll Destination Signs Show 38 Broadmeadows- ;False;
W1532;0700;1115;0044;02;08;9442;196;;-Display School Signs- (Show Brandon St) ;1530;via Bannister Ave, Haumia St, Burma Rd, Station;False;
W1532;0700;1115;0045;01;01;2817;205;;Khandallah Village  ;1605;1629;False;
W1532;0700;1115;0045;02;02;2816;204;;Brandon Street ;1629;1649;False;
W1532;0700;1115;0032;01;01;1537;179;;Houghton Bay - The Esplanade ;1710;1742;True;
W1533;0700;1215;0011;02;02;0812;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0730;0818;False;
W1533;0700;1215;0007;01;01;0455;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0823;0849;False;
W1533;0700;1215;0007;02;02;0466;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0852;0922;False;
W1533;0700;1215;0001;01;01;0037;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0928;1007;False;
W1533;0700;1215;0001;02;02;0044;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1017;1056;False;
W1533;0700;1215;0011;01;01;0847;055;Wellington Station (Stop B} ;Kilbirnie Shops - Rongotai Road  ;1115;1141;False;
W1533;0700;1215;0742;01;01;9232;742;;-Display School Signs- ;1540;-Roll Destination Show-42 Miramar Heights- ;False;
W1533;0700;1215;0024;02;02;2630;149;;Kilbirnie Shops - Rongotai Road  ;1640;1700;False;
W1533;0700;1215;0024;01;01;2633;157;;Kilbirnie Shops - Bay Road ;1743;1806;False;
W1534;0702;0940;0014;01;21;1601;089;;Kilbirnie Shops-Rongotai Rd  ;0718;0720;False;
W1534;0702;0940;0014;02;22;1640;095;;Wadestown Shops  ;0820;0832;False;
W1534;0702;0940;0002;02;02;0264;014;Wellington Station (Stop D) ;Kilbirnie Shops-Rongotai Rd  ;1303;1334;False;
W1534;0702;0940;0009;01;01;0629;043;Wellington Station (Stop B} ;Aro Street Terminus ;1345;1404;False;
W1534;0702;0940;0009;02;02;0626;042;Wellington Station (Stop D) ;Aro Street Terminus ;1410;1426;False;
W1534;0702;0940;0002;01;01;0271;016;Wellington Station (Stop A) ;Miramar Terminus  ;1438;1522;False;
W1534;0702;0940;0002;02;02;0286;014;Wellington Station (Stop D) ;Miramar Terminus  ;1536;1625;False;
W1534;0702;0940;0002;01;01;0287;016;Wellington Station (Stop A) ;Miramar Terminus  ;1630;1714;False;
W1534;0702;0940;0002;02;02;0298;014;;Kilbirnie Shops-Rongotai Rd  ;1735;1747;False;
W1535;0703;1231;0021;01;01;3103;118;;Farnham Street - Vogeltown Terminus ;0730;0735;False;
W1535;0703;1231;0021;02;08;3108;117;;Lambton Quay - District Court ;0817;0837;False;
W1535;0703;1231;0021;02;08;3108;118;;Farnham Street - Vogeltown Terminus ;0905;0910;False;
W1535;0703;1231;0003;01;15;1671;073;;Karori West Terminus ;0950;0956;False;
W1535;0703;1231;0003;02;14;1670;076;;Karori Mall - Karori Road  ;1005;1010;False;
W1535;0703;1231;0021;02;08;3114;117;;Lambton Quay - District Court ;1025;1040;False;
W1535;0703;1231;0021;02;08;3114;118;;Farnham Street - Vogeltown Terminus ;1105;1110;False;
W1535;0703;1231;0003;02;20;1167;065;;Karori Park Terminus ;1608;1642;False;
W1535;0703;1231;0007;01;01;0515;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1703;1735;False;
W1535;0703;1231;0031;01;01;3057;177;;Miramar North - Park Road  ;1755;1830;True;
W1536;0703;1210;0005;02;02;0358;027;;Wellington Station ;0733;0807;False;
W1536;0703;1210;0005;01;03;0353;028;Wellington Station (Stop A) ;Hataitai Terminal ;0813;0840;False;
W1536;0703;1210;0005;02;02;0376;027;;Wellington Station ;0845;0918;False;
W1536;0703;1210;0002;01;01;0229;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;0923;1003;False;
W1536;0703;1210;0002;02;02;0242;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;1006;1049;False;
W1536;0703;1210;0011;01;01;0845;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1100;1140;False;
W1536;0703;1210;0011;02;02;0852;053;;Kilbirnie Shops - Rongotai Road  ;1143;1155;False;
W1536;0703;1210;0722;01;01;9175;722;;-Display School Signs- ;1540;-Roll Destination Sign Show 22 STRATHMORE- ;False;
W1536;0703;1210;0045;01;01;2821;205;;Khandallah Village  ;1645;1709;False;
W1536;0703;1210;0045;02;02;2820;204;;Brandon Street ;1709;1729;False;
W1536;0703;1210;0004;01;01;2935;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1735;1757;False;
W1537;0702;1131;0032;02;04;1534;180;;Island Bay - Terminus ;0725;0730;False;
W1537;0702;1131;0023;02;02;1426;137;;Victoria University - Kelburn Parade  ;0815;0830;False;
W1537;0702;1131;0023;01;01;1441;142;;Courtenay Place  ;0915;0935;False;
W1537;0702;1131;0023;02;02;1436;137;;Victoria University - Kelburn Parade  ;1015;1030;False;
W1537;0702;1131;0014;01;21;1629;089;;Kilbirnie Shops-Rongotai Rd  ;1448;1450;False;
W1537;0702;1131;0014;02;22;1636;095;;Wadestown Shops  ;1550;1558;False;
W1537;0702;1131;0006;01;01;0413;032;Wellington Station (Stop A) ;Lyall Bay - Hungerford Road ;1720;1757;True;
W1538;0704;1146;0006;02;04;0400;033;;Molesworth St ;0725;0808;False;
W1538;0704;1146;0003;01;01;1012;067;;Lambton Quay - District Court ;0820;0842;False;
W1538;0704;1146;0024;1;1;2611;157;;Kilbirnie Shops - Bay Road ;1020;1043;False;
W1538;0704;1146;0024;02;02;2618;149;;Kilbirnie Shops-Rongotai Rd  ;1110;1130;False;
W1538;0704;1146;0758;01;01;9101;758;;-Display School Signs- ;1505;-Roll Destination Signs Show 58 Miramar- ;False;
W1538;0704;1146;0775;01;01;9148;775;;-Display School Signs- ;1530;-Roll Destination Signs Show 75 ISLAND BAY- ;False;
W1538;0704;1146;0023;01;01;1473;142;;Courtenay Place  ;1625;1645;False;
W1538;0704;1146;0030;01;03;3015;174;;After Hataitai advise Shift W1565 (Beacon Hill;1750;shuttle) of arrival time at Ira St;False;
W1539;0703;1148;0003;02;12;1151;061;;Courtenay Place  ;0723;0737;False;
W1539;0703;1148;0010;01;01;0781;050;Wellington Station (Stop B} ;Newtown Park Zoo ;0800;0826;False;
W1539;0703;1148;0010;02;02;0710;048;Wellington Station (Stop D) ;Newtown Park Zoo ;0840;0912;False;
W1539;0703;1148;0001;01;01;0039;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0940;1019;False;
W1539;0703;1148;0001;02;02;0046;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1029;1108;True;
W1539;0703;1148;0004;01;05;9403;024;;Starts from Molesworth Street and travels via;1525;Wellington Girls College and Queen Margaret;False;
W1539;0703;1148;0003;02;20;1155;065;;Karori Park ;1639;1715;False;
W1539;0703;1148;0003;01;01;1124;067;;Lambton Quay - District Court ;1735;1753;False;
W1540;0706;0945;0018;01;01;1353;388;;Massey University - Wallace Street  ;0732;0755;False;
W1540;0706;0945;0018;02;04;2406;106;;Victoria University - Kelburn Parade  ;0831;0849;False;
W1540;0706;0945;0001;01;01;0079;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1328;1407;False;
W1540;0706;0945;0001;02;02;0084;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1417;1456;False;
W1540;0706;0945;0001;01;01;0097;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1516;1556;False;
W1540;0706;0945;0001;02;02;0102;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1610;1650;False;
W1540;0706;0945;0001;01;01;0113;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1657;1737;True;
W1541;0707;1225;0044;01;14;2757;193;;Khandallah Village  ;0740;0755;False;
W1541;0707;1225;0044;01;14;2757;201;;Wellington Station ;0755;0819;False;
W1541;0707;1225;0043;01;01;1767;181;;Courtenay Place  ;0925;0951;False;
W1541;0707;1225;0043;01;01;1767;185;;Wellington Station ;1030;1045;False;
W1541;0707;1225;0044;01;01;1772;193;;Kilbirnie Shops - Rongotai Road  ;1155;1210;False;
W1541;0707;1225;0014;01;07;2303;088;;Wilton Terminus - Wilton Road ;1657;1728;False;
W1541;0707;1225;0006;01;01;0417;032;Wellington Station (Stop A) ;Lyall Bay - Hungerford Road ;1750;1827;True;
W1542;0707;1150;0013;02;02;1404;081;;Lambton Quay - District Court ;0752;0813;False;
W1542;0707;1150;0023;01;05;2511;148;;Courtenay Place  ;0850;0910;False;
W1542;0707;1150;0017;02;06;1312;099;;University Term Only;0940;Wellington Station (Stop D) ;False;
W1542;0707;1150;0017;01;05;2353;096;;University Term Only;0955;Victoria University - Kelburn Parade  ;False;
W1542;0707;1150;0017;02;06;2350;099;;University Term Only;1020;Wellington Station (Stop D) ;False;
W1542;0707;1150;0017;01;05;1315;096;;Victoria University - Kelburn Parade  ;1040;1050;False;
W1542;0707;1150;0017;02;06;1316;099;Wellington Station (Stop D) ;Victoria University - Kelburn Parade  ;1105;1115;True;
W1542;0707;1150;0002;01;01;0279;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1530;1614;False;
W1542;0707;1150;0014;01;07;2305;089;;Wilton Terminus - Wilton Road ;1702;1733;False;
W1542;0707;1150;0004;01;01;2937;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1750;1813;False;
W1543;0657;1000;0765;02;02;9024;765;;-Display School Signs- ;0750;-Roll Destination Sign Show 65 Kilbirnie- ;False;
W1543;0657;1000;0014;01;11;2293;090;;Hataitai Shops ;0835;0843;False;
W1543;0657;1000;0007;01;01;0489;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1402;1428;False;
W1543;0657;1000;0007;02;02;0500;034;;Brooklyn Shops - Cleveland Street ;1431;1439;False;
W1543;0657;1000;0007;01;01;0495;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1502;1534;False;
W1543;0657;1000;0007;02;02;0506;034;;Brooklyn Shops - Cleveland Street ;1537;1547;False;
W1543;0657;1000;0009;01;01;0641;043;Wellington Station (Stop B} ;Aro Street Terminus ;1610;1631;False;
W1543;0657;1000;0009;02;02;0638;042;Wellington Station (Stop D) ;Aro Street Terminus ;1635;1655;False;
W1543;0657;1000;0002;01;01;0291;016;Wellington Station (Stop A) ;Miramar Terminus  ;1700;1744;True;
W1544;0710;1150;0029;02;02;2900;170;;SCHOOL DAYS ONLY ;0735;travel via standard route to bottom of Robertson;False;
W1544;0710;1150;0029;01;01;2901;169;;SCHOOL DAYS ONLY ;0820;Travel standard route to Happy Valley Rd then;False;
W1544;0710;1150;0029;02;02;2902;170;;John Street ;0900;0925;False;
W1544;0710;1150;0029;01;01;2903;169;;Dover/The Parade ;0940;1005;False;
W1544;0710;1150;0029;02;02;2904;170;;John Street ;1020;1045;False;
W1544;0710;1150;0029;01;01;2905;169;;Dover/The Parade ;1100;1125;True;
W1544;0710;1150;0747;01;01;9214;747;;-Display School Signs- ;1510;-Roll Destination Signs Show - 47 KHANDALLAH- ;False;
W1544;0710;1150;0031;01;01;3045;177;;Miramar North - Park Road  ;1635;1712;False;
W1544;0710;1150;0046;01;01;2837;208;;Broadmeadows ;1735;1813;True;
W1545;0712;1121;0023;02;04;1431;134;;Newtown Park Zoo ;0735;0745;False;
W1545;0712;1121;0751;02;02;9039;751;;-Display School Signs- ;0815;-Roll Destination Sign Show 51 Kilbirnie- ;False;
W1545;0712;1121;0014;01;21;1609;089;;Kilbirnie Shops-Rongotai Rd  ;0918;0920;False;
W1545;0712;1121;0014;02;22;1642;095;;Wadestown Shops  ;1020;1030;False;
W1545;0712;1121;0003;01;01;1078;067;;Lyall Bay - Hungerford Road ;1443;1450;False;
W1545;0712;1121;0003;02;02;1081;064;;Courtenay Place  ;1455;1521;False;
W1545;0712;1121;0003;01;01;1104;067;;Lambton Quay - District Court ;1605;1623;False;
W1545;0712;1121;0003;02;02;1113;064;;Courtenay Place  ;1715;1740;False;
W1545;0712;1121;0003;01;01;1132;067;;Lambton Quay - District Court ;1830;1846;False;
W1546;0713;1002;0004;02;06;2930;021;;Via Happy Valley Circuit;0737;Island Bay - Terminus ;False;
W1546;0713;1002;0014;02;08;2322;091;;Wadestown Shops  ;0835;0847;False;
W1546;0713;1002;0023;01;01;1457;142;;Courtenay Place  ;1325;1345;False;
W1546;0713;1002;0023;02;02;1454;138;;Victoria University - Kelburn Parade  ;1425;1440;False;
W1546;0713;1002;0023;01;01;1465;142;;Courtenay Place  ;1525;1545;False;
W1546;0713;1002;0007;01;03;0509;037;;Brooklyn Library ;1645;1701;False;
W1546;0713;1002;0007;02;04;0516;034;Wellington Station (Stop D) ;Brooklyn Library ;1707;1726;False;
W1546;0713;1002;0031;01;01;3055;177;;Miramar North - Park Road  ;1735;1812;True;
W1547;0713;1103;0005;02;02;0360;027;;Wellington Station ;0743;0817;False;
W1547;0713;1103;0005;01;03;0355;028;Wellington Station (Stop A) ;Hataitai Terminal ;0823;0850;False;
W1547;0713;1103;0005;02;02;0378;027;;Wellington Station ;0855;0927;False;
W1547;0713;1103;0002;01;01;0231;016;Wellington Station (Stop A) ;Miramar Terminus  ;0938;1018;False;
W1547;0713;1103;0002;02;02;0244;014;;Kilbirnie Shops-Rongotai Rd  ;1021;1033;False;
W1547;0713;1103;0761;01;01;9134;761;;-Display School Signs- ;1525;-Roll Destination Signs Show 61 Strathmore- ;False;
W1547;0713;1103;0044;01;01;1780;193;;Courtenay Place  ;1555;1626;False;
W1547;0713;1103;0044;01;01;1780;201;;Wellington Station ;1710;1725;False;
